"","ANNOVAR","pLI","mis_z","COUNT.x","MUTATIONCLASS.x","POLYPHEN2_D.x","POLYPHEN2_P.x","CADD.x","REVEL.x","MPC.x","gnomAD_genome_ALL.x","gnomAD_exome_ALL.x","dbscSNV_ADA_SCORE.x","dbscSNV_RF_SCORE.x","dpsi_zscore.x","COUNT.y","MUTATIONCLASS.y","POLYPHEN2_D.y","POLYPHEN2_P.y","CADD.y","REVEL.y","MPC.y","gnomAD_genome_ALL.y","gnomAD_exome_ALL.y","dbscSNV_ADA_SCORE.y","dbscSNV_RF_SCORE.y","dpsi_zscore.y","mut"
"7016","HCLS1",1.3157e-06,-0.053478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4129e-06
"7017","HCN1",0.99989,3.6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51e-05
"7018","HCN2",0.48885,3.4122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.25148441308177,0.939195588261236,2.43077147686588,0.26277308278406,0.356837512181396,0,0,0,2.626335e-05
"7019","HCN3",2.5694e-05,1.5194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439405e-05
"7020","HCN4",0.99867,2.7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18351e-05
"7021","HCRT",0.028774,0.75828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75845e-06
"7022","HCRTR1",0.00017378,1.2976,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,1,1,1,3.0497e-06
"7023","HCRTR2",0.005035,0.98375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01335e-06
"7024","HCST",0.0020464,0.48266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45325e-07
"7025","HDAC1",0.61427,3.0373,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.32094100468135,1.21766662590102,1.66377868559906,0.26277308278406,0.356837512181396,0,0,0,1.202605e-05
"7026","HDAC10",2.9729e-31,-0.45128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93785e-06
"7027","HDAC11",0.0069318,1.4582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38705e-06
"7028","HDAC2",0.99997,4.0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3158e-06
"7029","HDAC3",0.56737,3.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008e-05
"7030","HDAC4",1,2.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76464e-05
"7031","HDAC5",1,3.3205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1769e-05
"7032","HDAC6",1,3.2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49078e-05
"7033","HDAC7",0.99969,2.8252,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9.9332e-06
"7034","HDAC8",0.97707,2.8212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.107e-06
"7035","HDAC9",0.99973,2.0616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.18202782148219,0.778539220392132,0.420509475228973,0.26277308278406,0.356837512181396,0,0,0,1.37893e-05
"7036","HDC",0.0041094,1.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2928e-06
"7037","HDDC2",2.0302e-05,0.089104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06785e-06
"7038","HDDC3",0.019263,0.38724,1,0,1,0,1.18583562944957,1.1655061595465,1.01796624519095,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31065e-06
"7039","HDGF",0.27272,1.2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62715e-06
"7040","HDGFL1",0.058681,0.44954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00775e-06
"7041","HDGFRP2",0.77498,1.7429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.02922331996311,1.01684616606464,0.412679003556043,0.26277308278406,0.356837512181396,0,0,0,4.96735e-06
"7042","HDGFRP3",0.9738,1.5747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32325e-06
"7043","HDHD2",3.8702e-06,0.39742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4283e-06
"7044","HDHD3",0.0018719,0.2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56935e-06
"7045","HDLBP",1,4.0979,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.772233931044651,0.275149267735605,1.27674572771214,0.26277308278406,0.356837512181396,0,0,0,9.4617e-06
"7046","HDX",0.075851,0.12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7379e-06
"7047","HEATR1",1,0.087059,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,1.35077e-05
"7048","HEATR3",3.5205e-07,1.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6545e-06
"7049","HEATR4",1.3711e-29,0.32919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6331e-06
"7050","HEATR5A",0.054671,0.50366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28297e-05
"7051","HEATR5B",3.066e-22,2.1405,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.336834839631521,0,0,1,1.70238e-05
"7052","HEATR6",5.1848e-21,0.78256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1181e-06
"7053","HEATR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6908e-06
"7054","HEBP1",4.1767e-06,0.093763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.099e-07
"7055","HEBP2",6.0829e-05,0.10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1486e-06
"7056","HECA",0.61493,2.6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41515e-06
"7057","HECTD1",1,5.0113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,2.2201e-05
"7058","HECTD2",0.99806,4.1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2445e-06
"7059","HECTD3",0.088789,2.1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0612e-06
"7060","HECTD4",1,6.9421,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,-3.12174932911338,-2.9740752968975,-2.16065353835821,0.78831924835218,1.07051253654419,0,0,2,2.04347e-05
"7061","HECW1",0.99982,2.9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22655e-05
"7062","HECW2",0.9997,3.3052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.11257122988261,0.877610647244746,1.91773026447181,0.26277308278406,0.356837512181396,0,0,0,2.19596e-05
"7063","HEG1",1.8858e-07,0.47425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52462e-05
"7064","HELB",9.5899e-26,0.39295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1691e-06
"7065","HELLS",0.99979,2.9933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17591e-05
"7066","HELQ",6.4877e-12,0.59699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04e-05
"7067","HELT",0.0010075,-0.22658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88745e-06
"7068","HELZ",1,3.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43991e-05
"7069","HELZ2",1.3364e-08,0.43278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.605538111205652,0.382253512981675,0.157306601985034,0.26277308278406,0.301967315817818,0,0,0,3.44545e-05
"7070","HEMGN",1.0292e-09,0.23675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0885e-06
"7071","HEMK1",3.3864e-08,0.52753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5596e-06
"7072","HENMT1",6.8224e-10,0.058504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74065e-06
"7073","HEPACAM",0.86791,1.591,1,0,0,1,0.734540117386232,0.022315780799006,0.532378139285956,-3.75830506591933,-2.38860248183683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6606e-06
"7074","HEPACAM2",1.566e-10,0.25237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57705e-06
"7075","HEPH",4.6122e-05,-0.71488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83423e-05
"7076","HEPHL1",1.1459e-34,0.18383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.626375088685527,1.22034423203217,-0.339444560051678,0.26277308278406,0.356837512181396,0,0,0,3.71996e-05
"7077","HEPN1",0,0.1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4785e-07
"7078","HERC1",1,4.9558,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,1,4.59903e-05
"7079","HERC2",1,4.4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58235e-05
"7080","HERC3",0.070143,3.2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31597e-05
"7081","HERC4",0.99961,4.3093,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38353e-05
"7082","HERC5",7.6848e-11,0.84498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2322e-06
"7083","HERC6",1.5098e-14,1.1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9326e-06
"7084","HERPUD1",0.99582,0.80041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634e-06
"7085","HERPUD2",0.94702,1.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2323e-06
"7086","HES1",0.7072,0.79532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9729e-06
"7087","HES2",0.0026323,0.83784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13585e-06
"7088","HES3",0.27711,0.57727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76095e-06
"7089","HES4",1.3746e-05,-0.46973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09005e-06
"7090","HES5",0.24882,-0.59388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7903e-06
"7091","HES6",0.083905,0.5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8309e-06
"7092","HES7",0.827,0.76017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8446e-06
"7093","HESX1",0.00079734,-0.15663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6121e-06
"7094","HEXA",1.3405e-11,-0.40903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41737e-05
"7095","HEXB",3.4915e-10,0.64822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17129e-05
"7096","HEXDC",4.3406e-11,0.56515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3051e-06
"7097","HEXIM1",0.98396,1.4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70861e-06
"7098","HEXIM2",0.028048,0.087471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0349e-06
"7099","HEY1",0.050181,0.50399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69205e-06
"7100","HEY2",0.89343,0.8536,1,0,1,0,0.748643102138211,0.772035982675273,0.874959335027281,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29545e-06
"7101","HEYL",3.2662e-07,-0.062446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44255e-06
"7102","HFE",2.5587e-08,0.63347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2382e-06
"7103","HFE2",0.0042363,-0.15249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.089405e-05
"7104","HFM1",4.7342e-32,0.74197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04487e-05
"7105","HGD",2.9631e-08,0.28979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29845e-05
"7106","HGF",0.99947,1.8452,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,1,1.5103e-05
"7107","HGFAC",1.9843e-08,-0.58043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33952e-05
"7108","HGS",0.0063571,1.2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.238e-06
"7109","HGSNAT",6.3392e-08,0.70617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078205e-05
"7110","HHAT",3.246e-08,0.054606,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,-0.962833034104361,0,0,0,5.7447e-06
"7111","HHATL",1.6781e-07,0.55642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.51815e-06
"7112","HHEX",0.54289,1.3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04885e-06
"7113","HHIP",0.95436,1.3631,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2546e-06
"7114","HHIPL1",2.3678e-06,1.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0105e-06
"7115","HHIPL2",6.7268e-23,0.22048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.611e-06
"7116","HHLA1",2.9066e-14,0.70511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.129e-06
"7117","HHLA2",1.7284e-06,0.57317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99405e-06
"7118","HHLA3",0.0072792,0.19908,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9295e-07
"7119","HIBADH",0.0056303,0.13128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,2.70355e-06
"7120","HIBCH",2.5766e-13,0.29304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3846e-06
"7121","HIC1",0.13002,2.7025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3159e-06
"7122","HIC2",0.99668,2.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8635e-06
"7123","HID1",0.026841,2.2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243445e-05
"7124","HIF1A",0.9777,2.2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5138e-06
"7125","HIF1AN",0.073885,2.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28945e-06
"7126","HIF3A",0.0015428,0.75666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4968e-06
"7127","HIGD1A",0.032658,0.14812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4748e-07
"7128","HIGD1B",3.9132e-05,-0.21891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39e-07
"7129","HIGD1C",0.00039609,0.027049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8405e-07
"7130","HIGD2A",0.19087,0.39757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759e-06
"7131","HILPDA",0.31634,0.27269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83375e-07
"7132","HINFP",0.03685,1.6799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6188e-06
"7133","HINT1",0.0018235,0.44207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1172e-06
"7134","HINT2",5.3536e-06,-0.35275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.445e-06
"7135","HINT3",3.4813e-06,0.59364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11835e-06
"7136","HIP1",0.76173,2.2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9696e-06
"7137","HIP1R",1.4566e-15,-0.029015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6649e-06
"7138","HIPK1",1,2.4799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2696e-06
"7139","HIPK2",1,2.8624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8193e-06
"7140","HIPK3",0.27733,1.7268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0735e-06
"7141","HIPK4",2.1439e-05,1.2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0701e-06
"7142","HIRA",1,3.7065,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37181e-05
"7143","HIRIP3",1.9797e-06,-0.82132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8892e-06
"7144","HIST1H1A",7.1262e-08,-3.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5525e-07
"7145","HIST1H1B",0.57467,-3.5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9445e-07
"7146","HIST1H1C",0.0275,-9.8436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.454e-07
"7147","HIST1H1D",0.1561,-8.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8485e-07
"7148","HIST1H1E",0.18608,-6.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.432e-07
"7149","HIST1H1T",0,-6.0996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19975e-06
"7150","HIST1H2AA",0.0014225,-0.70409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6698e-06
"7151","HIST1H2AB",0.00057284,-1.8359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9828e-06
"7152","HIST1H2AC",0.5964,0.53337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9458e-06
"7153","HIST1H2AD",1.3501e-05,-2.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23395e-06
"7154","HIST1H2AE",0.032343,1.2638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.598592452045694,0.518811425670413,1.70312141342123,0.26277308278406,0.356837512181396,0,0,0,4.0098e-06
"7155","HIST1H2AG",0.00055075,-0.53413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52335e-06
"7156","HIST1H2AH",0.00049143,-1.0686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47315e-06
"7157","HIST1H2AI",0.029517,0.56139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04465e-06
"7158","HIST1H2AJ",0.0237,0.12563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79555e-06
"7159","HIST1H2AK",0.00010432,-1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3775e-07
"7160","HIST1H2AL",0.00079028,-0.17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56185e-06
"7161","HIST1H2AM",5.4464e-07,-0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8707e-06
"7162","HIST1H2BA",0.10308,-1.1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.476e-07
"7163","HIST1H2BB",0.0037893,-0.047548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71175e-07
"7164","HIST1H2BC",0.0038196,0.35702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8255e-07
"7165","HIST1H2BD",4.2079e-06,0.013773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89225e-07
"7166","HIST1H2BE",4.1485e-06,-1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.637e-07
"7167","HIST1H2BF",3.2385e-08,-1.8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16125e-07
"7168","HIST1H2BG",4.8893e-07,-0.3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424e-07
"7169","HIST1H2BH",3.8304e-06,-1.4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33325e-07
"7170","HIST1H2BI",0.0039846,-0.41333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4513e-06
"7171","HIST1H2BJ",0.031259,-1.5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.088e-07
"7172","HIST1H2BK",4.2884e-06,0.20543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06205e-06
"7173","HIST1H2BL",4.4132e-06,-0.47729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1285e-07
"7174","HIST1H2BM",5.0487e-06,-0.9365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0112e-06
"7175","HIST1H2BN",0.00049469,0.83704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1145e-07
"7176","HIST1H2BO",0.00045605,-0.084816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.481e-07
"7177","HIST1H3A",6.293e-07,-2.8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94445e-06
"7178","HIST1H3B",1.4796e-05,1.5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5072e-06
"7179","HIST1H3C",0.26064,1.1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15845e-06
"7180","HIST1H3D",0.00113,0.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02085e-06
"7181","HIST1H3E",1.4382e-06,-0.0027737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7175e-07
